"Time","Area","Mean_Radius","Intensity_KTR_Cyan","Intensity_KTR_Green","Math_RatioCyan","Math_RatioGreen","Object_Label","Time_in_min"
15,202,1.4101,0.0147,0.0268,0.6052,1.7731,197,63
15,323,1.5253,0.0156,0.028,0.5033,1.2542,203,63
15,270,1.5145,0.0158,0.0347,0.3821,0.8326,212,63
15,117,1.5452,0.0142,0.0282,0.8164,2.3892,227,63
15,191,1.4074,0.0125,0.0258,0.7266,1.7497,234,63
15,352,1.5899,0.0159,0.0289,0.592,1.4131,233,63
15,243,1.5178,0.0146,0.0301,0.5848,1.2222,243,63
15,205,1.4296,0.0094,0.0252,0.5285,1.2772,255,63
15,239,1.4593,0.0125,0.031,0.4583,1.1435,256,63
15,118,1.4319,0.0134,0.0248,0.6539,1.6573,260,63
15,251,1.4328,0.0216,0.0323,0.5943,1.2976,263,63
15,226,1.4012,0.0156,0.0297,0.5544,1.4344,267,63
15,169,1.42,0.0153,0.0237,0.6086,1.654,271,63
15,276,1.5235,0.0156,0.0295,0.8292,1.4764,269,63
15,234,1.4749,0.017,0.0291,0.5577,1.2157,288,63
15,224,1.4064,0.0172,0.0292,0.4528,1.2491,295,63
15,295,1.4905,0.0114,0.0244,0.5263,1.2809,292,63
15,192,1.5454,0.008,0.0238,0.4823,1.5292,299,63
15,159,1.3787,0.0119,0.0275,0.6556,1.7471,307,63
15,220,1.4161,0.0136,0.0294,0.3644,0.9481,309,63
15,286,1.4791,0.0186,0.0405,0.4288,0.9376,308,63
15,156,1.4237,0.0116,0.0237,0.6839,1.8408,301,63
15,215,1.4554,0.0126,0.0241,0.4793,1.5233,314,63
15,220,1.4063,0.0139,0.027,0.413,1.2369,319,63
15,304,1.5304,0.0194,0.0311,0.5074,1.0618,322,63
15,245,1.4072,0.0099,0.0244,0.4547,1.1825,326,63
15,310,1.549,0.0162,0.0277,0.5457,1.2829,328,63
15,261,1.501,0.0224,0.0371,0.5151,1.1158,329,63
15,253,1.5299,0.0259,0.0345,0.6812,1.5113,334,63
15,224,1.517,0.0212,0.0363,0.8495,1.8927,336,63
15,135,1.462,0.0184,0.0343,0.6398,1.6928,339,63
15,226,1.515,0.0142,0.0299,0.5747,1.1837,343,63
15,153,1.3527,0.0091,0.0263,0.569,1.334,342,63
15,283,1.5546,0.0208,0.0317,0.5646,0.9853,340,63
15,139,1.4908,0.0111,0.0245,0.6367,1.81,355,63
15,310,1.5599,0.0165,0.0305,0.5603,1.4345,358,63
15,299,1.5613,0.0119,0.027,0.5541,1.6636,356,63
15,299,1.5351,0.0134,0.0279,0.3693,1.125,359,63
15,198,1.4519,0.0119,0.0259,0.7032,1.8378,362,63
15,329,1.5601,0.0145,0.0327,0.3453,0.8085,366,63
15,276,1.4911,0.0211,0.0326,0.438,0.9101,369,63
15,227,1.4709,0.0153,0.0305,0.5982,1.3678,365,63
15,282,1.4721,0.0127,0.0234,0.451,0.9315,370,63
15,305,1.5251,0.0157,0.0267,0.4971,1.0442,375,63
15,248,1.4733,0.0106,0.0239,0.485,1.4447,379,63
15,289,1.5506,0.0164,0.026,0.6068,1.2596,381,63
15,292,1.5139,0.0207,0.0339,0.4184,0.9061,382,63
15,292,1.5119,0.014,0.0286,0.6408,1.375,383,63
15,232,1.4363,0.0126,0.0266,0.77,1.613,392,63
15,294,1.5068,0.0174,0.0266,0.4794,1.1166,395,63
15,251,1.4637,0.0104,0.0262,0.5137,1.4525,396,63
15,287,1.5173,0.0115,0.0271,0.3904,1.1281,397,63
15,264,1.454,0.0182,0.028,0.6618,1.5888,404,63
15,301,1.5528,0.0176,0.0266,0.5014,0.9691,405,63
15,279,1.4684,0.0139,0.0249,0.3802,0.8215,403,63
15,262,1.4806,0.0155,0.0276,0.485,1.2935,406,63
15,308,1.5569,0.0142,0.0304,0.4569,1.1194,407,63
15,276,1.4802,0.0171,0.026,0.3812,0.8267,422,63
15,151,1.415,0.0084,0.0245,0.5414,1.5564,421,63
15,265,1.4153,0.0151,0.0253,0.5759,1.3263,423,63
15,280,1.5367,0.0142,0.0245,0.5016,1.212,432,63
15,279,1.503,0.0175,0.0259,0.5677,1.4511,428,63
15,316,1.5355,0.0141,0.0256,0.5416,1.1432,444,63
15,251,1.5355,0.0162,0.0295,0.4614,1.2909,449,63
15,208,1.3617,0.0111,0.0222,0.4619,1.1392,456,63
15,163,1.5175,0.0116,0.0248,0.6471,1.4601,457,63
15,137,1.4455,0.0157,0.0252,0.6673,2.0183,462,63
15,239,1.5239,0.0148,0.0234,0.6004,1.3924,458,63
15,255,1.4929,0.0112,0.0331,0.4541,1.2985,466,63
15,234,1.4348,0.0163,0.024,0.4691,0.8745,475,63
15,223,1.4329,0.0166,0.028,0.4895,0.9018,495,63
15,280,1.3963,0.0132,0.0247,0.6123,1.0788,492,63
15,262,1.5076,0.0152,0.0311,0.3823,0.9692,500,63
15,197,1.4265,0.0155,0.0248,0.5129,1.3756,505,63
15,307,1.4918,0.0187,0.0284,0.6034,1.297,502,63
15,206,1.4836,0.0164,0.0246,0.5169,0.9773,516,63
15,163,1.4359,0.0143,0.0244,0.5985,1.5196,523,63
15,269,1.5703,0.0146,0.0269,0.5982,1.5684,526,63
15,229,1.4306,0.0148,0.0228,0.6464,1.0441,522,63
15,192,1.5064,0.0162,0.0231,0.5649,1.3178,529,63
15,165,1.3567,0.0125,0.0222,0.4969,1.315,530,63
15,208,1.4064,0.0129,0.0274,0.5307,1.691,534,63
15,198,1.4745,0.0149,0.0241,0.5778,1.4965,538,63
15,147,1.4875,0.0197,0.0266,0.7306,1.8984,544,63
15,238,1.4922,0.0165,0.0325,0.5942,1.5548,549,63
15,156,1.4908,0.0176,0.0235,0.7376,1.6299,554,63
15,172,1.4746,0.0109,0.0227,0.5804,1.0166,553,63
15,225,1.4354,0.0113,0.0219,0.398,0.8825,557,63
15,258,1.5607,0.0169,0.026,0.5511,1.3642,559,63
15,157,1.4842,0.0166,0.0287,0.7374,1.99,564,63
15,193,1.4441,0.0115,0.0253,0.6083,1.7412,568,63
15,272,1.462,0.0165,0.0253,0.6391,1.2157,571,63
15,165,1.4217,0.0146,0.0247,0.6083,1.5243,572,63
15,231,1.4218,0.0192,0.024,0.6567,1.3251,569,63
15,237,1.4877,0.0146,0.023,0.4475,1.156,573,63
15,187,1.4651,0.0173,0.0313,0.5326,1.2706,570,63
15,194,1.4832,0.0212,0.0236,0.7937,1.6814,578,63
15,238,1.4169,0.0166,0.0264,0.6318,1.2201,577,63
15,276,1.4868,0.0157,0.0261,0.465,0.9372,582,63
15,167,1.4392,0.01,0.0234,0.5481,1.1198,601,63
15,177,1.5493,0.0156,0.0245,0.521,1.6017,599,63
15,185,1.4134,0.0105,0.0237,0.5656,1.6997,593,63
15,242,1.488,0.0211,0.0347,0.5837,1.4134,598,63
15,179,1.3795,0.0119,0.0246,0.5874,1.7957,607,63
15,218,1.5132,0.02,0.0276,0.7278,1.2868,612,63
15,249,1.5319,0.0207,0.0312,0.5163,0.979,614,63
15,135,1.439,0.0208,0.0223,0.5684,0.8494,616,63
15,223,1.3614,0.0147,0.0237,0.463,0.8852,622,63
15,326,1.5618,0.0321,0.0426,0.624,1.0886,623,63
15,152,1.3969,0.0127,0.0244,0.5115,1.0614,631,63
15,184,1.4252,0.0154,0.0232,0.5328,1.2145,635,63
15,211,1.491,0.0283,0.045,0.5144,0.7232,643,63
15,264,1.4623,0.0133,0.0231,0.5693,1.0888,647,63
15,215,1.4334,0.0155,0.0322,0.4528,0.9101,665,63
15,112,1.3798,0.0202,0.0266,0.7363,1.582,670,63
15,229,1.4559,0.0198,0.0268,0.728,1.5271,690,63
15,153,1.3812,0.0129,0.0271,0.467,1.0424,697,63
15,304,1.5159,0.0191,0.0283,0.4971,1.1645,705,63
15,252,1.4694,0.0137,0.0276,0.4649,0.7164,698,63
15,238,1.4576,0.0197,0.0256,0.6882,1.4349,701,63
15,163,1.3586,0.0269,0.0322,0.565,1.0993,706,63
15,294,1.5347,0.0178,0.0313,0.564,1.3762,707,63
15,199,1.4538,0.0142,0.0315,0.5229,1.2418,713,63
15,335,1.5122,0.0159,0.0224,0.4369,0.757,723,63
15,144,1.3283,0.0258,0.0281,0.7122,1.5333,721,63
15,175,1.5065,0.0177,0.0239,0.6873,1.3455,722,63
15,175,1.521,0.0231,0.0275,0.8661,1.7333,728,63
15,251,1.4635,0.0237,0.0248,0.7132,1.559,734,63
15,195,1.4178,0.0162,0.0269,0.5084,1.0687,739,63
15,260,1.478,0.0193,0.027,0.6537,1.6089,749,63
15,246,1.5821,0.0225,0.0263,0.7022,1.2641,751,63
15,149,1.446,0.0181,0.0252,0.4875,1.3757,762,63
15,235,1.4012,0.0218,0.021,0.5915,1.0921,764,63
16,156,1.4176,0.0249,0.031,0.5891,0.8291,4,67.5
16,133,1.3894,0.0103,0.0251,0.5424,1.7535,15,67.5
16,256,1.4798,0.0188,0.0299,0.5633,0.9932,19,67.5
16,132,1.4587,0.011,0.029,0.6802,1.7082,28,67.5
16,275,1.5118,0.0094,0.0251,0.4576,1.2621,26,67.5
16,274,1.5357,0.0103,0.025,0.429,1.4172,38,67.5
16,218,1.4313,0.0116,0.0219,0.4976,1.1295,43,67.5
16,304,1.4939,0.0149,0.0309,0.5354,1.0546,52,67.5
16,171,1.4196,0.0142,0.0288,0.4034,0.9318,58,67.5
16,208,1.4973,0.015,0.0242,0.5398,1.4103,71,67.5
16,147,1.438,0.0144,0.0228,0.4511,0.8618,73,67.5
16,268,1.495,0.0212,0.0285,0.7093,1.5193,70,67.5
16,310,1.5419,0.0211,0.035,0.5572,1.116,77,67.5
16,268,1.5268,0.0211,0.0294,0.6346,1.0705,83,67.5
16,222,1.5013,0.0151,0.0245,0.5693,1.474,87,67.5
16,321,1.5442,0.0106,0.0245,0.536,1.3903,93,67.5
16,207,1.4933,0.0112,0.0242,0.6179,1.6422,102,67.5
16,190,1.4781,0.017,0.028,0.5717,1.4674,97,67.5
16,177,1.4914,0.016,0.0235,0.3853,0.7198,104,67.5
16,205,1.4581,0.0139,0.0249,0.562,1.1122,106,67.5
16,273,1.5307,0.017,0.0244,0.4308,0.6826,114,67.5
16,237,1.4321,0.0153,0.0269,0.7125,1.8382,115,67.5
16,112,1.3487,0.0118,0.0267,0.9888,1.9033,119,67.5
16,260,1.4471,0.0116,0.0211,0.5835,1.2787,125,67.5
16,194,1.5065,0.0147,0.0301,0.6776,1.8421,126,67.5
16,354,1.5588,0.0167,0.0227,0.7407,1.0511,124,67.5
16,277,1.5259,0.0112,0.0234,0.6638,1.2206,130,67.5
16,239,1.5066,0.0137,0.026,0.556,1.531,135,67.5
16,234,1.5042,0.0127,0.0277,0.3262,0.6214,138,67.5
16,229,1.4656,0.0167,0.0232,0.7137,1.6512,133,67.5
16,228,1.392,0.0113,0.0241,0.5133,1.1269,137,67.5
16,215,1.3836,0.01,0.0247,0.5045,1.4412,140,67.5
16,225,1.5063,0.0133,0.0281,0.6101,1.6948,147,67.5
16,230,1.5186,0.0165,0.0272,0.6282,1.6623,146,67.5
16,219,1.5337,0.0078,0.0243,0.4768,1.0785,156,67.5
16,256,1.4701,0.0185,0.0281,0.6332,1.159,152,67.5
16,209,1.4005,0.0139,0.0286,0.4723,0.9319,161,67.5
16,228,1.5014,0.0117,0.0247,0.6578,1.6497,155,67.5
16,181,1.4283,0.0175,0.0279,0.6092,1.613,158,67.5
16,260,1.4355,0.012,0.0268,0.5178,1.4575,167,67.5
16,211,1.3878,0.0204,0.0312,0.4619,1.0664,169,67.5
16,224,1.4214,0.0172,0.0238,0.6354,1.7536,168,67.5
16,263,1.4771,0.0158,0.0316,0.427,1.2327,170,67.5
16,176,1.39,0.0109,0.0267,0.4889,1.248,174,67.5
16,258,1.5029,0.0138,0.0317,0.4262,1.0042,179,67.5
16,278,1.5331,0.0145,0.0292,0.5553,1.366,181,67.5
16,294,1.5563,0.0142,0.0285,0.44,1.0379,183,67.5
16,239,1.4666,0.0219,0.0288,0.7663,1.1646,191,67.5
16,309,1.5396,0.0129,0.0255,0.5155,1.1119,187,67.5
16,270,1.5011,0.0175,0.0318,0.6805,1.5145,184,67.5
16,189,1.4618,0.0104,0.0238,0.4964,1.5351,192,67.5
16,286,1.5014,0.0174,0.0316,0.7306,1.6651,194,67.5
16,228,1.4513,0.0148,0.0218,0.7195,1.1513,199,67.5
16,211,1.4313,0.0142,0.0265,0.6102,1.6417,197,67.5
16,309,1.4983,0.0143,0.0284,0.4874,1.2837,203,67.5
16,266,1.5216,0.0161,0.0355,0.3846,0.8619,212,67.5
16,125,1.5263,0.014,0.0271,0.7989,2.1573,227,67.5
16,244,1.5052,0.0131,0.0253,0.7768,1.5565,234,67.5
16,351,1.5898,0.0157,0.0293,0.6281,1.4545,233,67.5
16,253,1.5251,0.0142,0.0298,0.5794,1.1048,243,67.5
16,211,1.4363,0.0096,0.0256,0.5707,1.3436,255,67.5
16,227,1.4463,0.0129,0.031,0.5038,1.1031,256,67.5
16,128,1.4035,0.0122,0.0248,0.6131,1.6884,260,67.5
16,252,1.4627,0.022,0.0327,0.6264,1.3236,263,67.5
16,226,1.4015,0.0157,0.0284,0.5403,1.2662,267,67.5
16,155,1.4914,0.0137,0.0235,0.5617,1.6875,271,67.5
16,283,1.5429,0.0156,0.0293,0.8055,1.4502,269,67.5
16,228,1.5021,0.0169,0.0296,0.5411,1.2564,288,67.5
16,224,1.4179,0.0166,0.0284,0.4512,1.238,295,67.5
16,278,1.4782,0.0119,0.025,0.5741,1.2175,292,67.5
16,199,1.5385,0.0087,0.0238,0.5108,1.5278,299,67.5
16,290,1.4943,0.0175,0.0407,0.4111,0.9759,308,67.5
16,220,1.4259,0.0145,0.0299,0.3715,0.9322,309,67.5
16,165,1.3675,0.0119,0.0265,0.6378,1.5986,307,67.5
16,171,1.4912,0.0117,0.0241,0.6981,1.8007,301,67.5
16,223,1.4747,0.0119,0.0237,0.4634,1.4734,314,67.5
16,228,1.4286,0.0129,0.0265,0.4058,1.2327,319,67.5
16,305,1.5332,0.0195,0.0313,0.5123,1.0996,322,67.5
16,228,1.3945,0.0104,0.0257,0.4931,1.2164,326,67.5
16,294,1.529,0.0163,0.028,0.5541,1.2653,328,67.5
16,273,1.5068,0.0219,0.036,0.5201,1.0564,329,67.5
16,261,1.5211,0.0243,0.0332,0.6403,1.4231,334,67.5
16,228,1.5126,0.0208,0.0366,0.9004,1.9869,336,67.5
16,131,1.4523,0.02,0.0328,0.7259,1.6744,339,67.5
16,236,1.5148,0.0135,0.0298,0.5651,1.1053,343,67.5
16,284,1.5553,0.0193,0.0329,0.5453,1.0871,340,67.5
16,155,1.4047,0.0098,0.0247,0.6144,1.3385,342,67.5
16,126,1.517,0.0105,0.0261,0.6222,1.9367,355,67.5
16,310,1.5663,0.0166,0.0302,0.5547,1.4547,358,67.5
16,296,1.5264,0.0115,0.0264,0.5346,1.6207,356,67.5
16,296,1.5382,0.0143,0.0279,0.4102,1.0843,359,67.5
16,201,1.5148,0.0107,0.0255,0.6362,1.6709,362,67.5
16,222,1.4611,0.0152,0.0303,0.5938,1.4175,365,67.5
16,326,1.5631,0.0151,0.0331,0.3594,0.8062,366,67.5
16,267,1.475,0.0219,0.0322,0.4732,0.9056,369,67.5
16,303,1.5158,0.0125,0.0237,0.4477,0.9851,370,67.5
16,310,1.5371,0.0151,0.0269,0.478,1.0419,375,67.5
16,298,1.519,0.0205,0.0329,0.4108,0.8859,382,67.5
16,267,1.4862,0.0101,0.0227,0.4755,1.3096,379,67.5
16,246,1.4934,0.0167,0.0278,0.6623,1.4375,381,67.5
16,298,1.5147,0.0151,0.0281,0.6495,1.2481,383,67.5
16,222,1.4541,0.0121,0.0265,0.7603,1.6688,392,67.5
16,292,1.5163,0.0164,0.0271,0.4639,1.2065,395,67.5
16,252,1.473,0.0108,0.0264,0.5709,1.5219,396,67.5
16,282,1.5036,0.0118,0.0264,0.4167,1.1445,397,67.5
16,271,1.4633,0.0183,0.0271,0.6802,1.4872,404,67.5
16,301,1.5422,0.0173,0.026,0.516,0.8747,405,67.5
16,281,1.4711,0.0137,0.0241,0.3689,0.7812,403,67.5
16,266,1.5122,0.0146,0.0265,0.4699,1.212,406,67.5
16,301,1.5627,0.0146,0.0298,0.4711,1.0852,407,67.5
16,255,1.4657,0.0175,0.0276,0.3928,0.8665,422,67.5
16,140,1.3743,0.0074,0.0242,0.5138,1.5496,421,67.5
16,254,1.389,0.0157,0.025,0.5909,1.2436,423,67.5
16,278,1.5318,0.0136,0.0234,0.4878,1.1202,432,67.5
16,292,1.5074,0.0161,0.0249,0.5432,1.3789,428,67.5
16,317,1.5249,0.013,0.0257,0.5268,1.1337,444,67.5
16,248,1.5266,0.0158,0.0288,0.4613,1.2309,449,67.5
16,223,1.4007,0.0108,0.0225,0.4661,1.16,456,67.5
16,150,1.4928,0.0105,0.025,0.5778,1.45,457,67.5
16,154,1.427,0.0159,0.0262,0.6647,2.0656,462,67.5
16,246,1.5169,0.0146,0.0233,0.6042,1.3047,458,67.5
16,258,1.4881,0.0108,0.0309,0.4617,1.0638,466,67.5
16,234,1.4255,0.0164,0.0231,0.4611,0.776,475,67.5
16,217,1.4557,0.0169,0.028,0.4826,0.8662,495,67.5
16,272,1.3806,0.013,0.0254,0.5677,1.0863,492,67.5
16,261,1.5174,0.0153,0.0314,0.3899,0.9028,500,67.5
16,302,1.4976,0.0189,0.0283,0.6294,1.2912,502,67.5
16,200,1.3924,0.0137,0.0239,0.4752,1.2673,505,67.5
16,207,1.4943,0.016,0.0236,0.4958,1.0115,516,67.5
16,172,1.4477,0.0137,0.0248,0.6256,1.5666,523,67.5
16,232,1.4734,0.0156,0.0233,0.6828,1.0891,522,67.5
16,268,1.5707,0.0132,0.0269,0.5718,1.5815,526,67.5
16,220,1.5054,0.0164,0.0229,0.5725,1.2838,529,67.5
16,140,1.332,0.0131,0.0229,0.5339,1.3558,530,67.5
16,228,1.3881,0.0122,0.0267,0.4892,1.6539,534,67.5
16,203,1.4672,0.0145,0.0245,0.5614,1.4902,538,67.5
16,150,1.4738,0.0194,0.0269,0.7353,1.8582,544,67.5
16,239,1.4808,0.0169,0.0314,0.6044,1.454,549,67.5
16,166,1.5177,0.0169,0.0231,0.699,1.557,554,67.5
16,171,1.4512,0.0096,0.0216,0.5119,0.9492,553,67.5
16,216,1.456,0.0122,0.0223,0.4297,0.8443,557,67.5
16,261,1.5348,0.0166,0.0253,0.5715,1.4019,559,67.5
16,187,1.4809,0.016,0.0279,0.6773,1.8247,564,67.5
16,195,1.4435,0.013,0.0265,0.793,1.7737,568,67.5
16,287,1.4935,0.0171,0.025,0.6502,1.1963,571,67.5
16,169,1.4515,0.0138,0.0238,0.5844,1.457,572,67.5
16,181,1.452,0.0183,0.032,0.568,1.2888,570,67.5
16,242,1.4805,0.0139,0.0233,0.4274,1.1713,573,67.5
16,198,1.4409,0.0198,0.0248,0.6944,1.4436,569,67.5
16,194,1.4319,0.0212,0.0228,0.7867,1.6311,578,67.5
16,244,1.4341,0.0175,0.0269,0.6583,1.2915,577,67.5
16,265,1.4784,0.0158,0.0255,0.4871,0.8644,582,67.5
16,185,1.5317,0.0152,0.0231,0.5119,1.5529,599,67.5
16,242,1.4722,0.0191,0.0325,0.5606,1.3441,598,67.5
16,161,1.4275,0.0113,0.0232,0.5756,1.7047,593,67.5
16,172,1.384,0.0096,0.0216,0.5156,0.9866,601,67.5
16,158,1.3956,0.0117,0.0243,0.5972,1.767,607,67.5
16,215,1.4617,0.0199,0.0284,0.7363,1.3347,612,67.5
16,251,1.5183,0.0225,0.0329,0.5482,1.1095,614,67.5
16,123,1.4277,0.0195,0.0235,0.5398,0.836,616,67.5
16,218,1.3811,0.0155,0.0227,0.5035,0.8171,622,67.5
16,327,1.5662,0.0313,0.042,0.6218,1.0249,623,67.5
16,152,1.4399,0.012,0.0233,0.5018,0.9848,631,67.5
16,183,1.4247,0.0148,0.0227,0.4879,1.2097,635,67.5
16,198,1.4718,0.0303,0.0489,0.5364,0.7849,643,67.5
16,249,1.4335,0.013,0.0232,0.566,1.0465,647,67.5
16,189,1.413,0.0171,0.0355,0.494,1.038,665,67.5
16,119,1.3659,0.021,0.0257,0.7578,1.4465,670,67.5
16,230,1.4657,0.019,0.0261,0.7193,1.51,690,67.5
16,157,1.3621,0.0125,0.0262,0.4369,0.9848,697,67.5
16,307,1.5409,0.0187,0.0277,0.5042,1.0969,705,67.5
16,232,1.3893,0.0136,0.0268,0.4691,0.6591,698,67.5
16,232,1.4604,0.0208,0.025,0.7262,1.3544,701,67.5
16,158,1.3319,0.0277,0.0317,0.5911,1.0823,706,67.5
16,296,1.5168,0.018,0.0307,0.5681,1.3577,707,67.5
16,212,1.4607,0.0141,0.0306,0.5013,1.1847,713,67.5
16,319,1.5203,0.0168,0.0224,0.4454,0.7222,723,67.5
16,138,1.3429,0.0248,0.0289,0.7047,1.5903,721,67.5
16,191,1.5288,0.0165,0.0235,0.6602,1.2252,722,67.5
16,173,1.4873,0.0225,0.0284,0.8525,1.8076,728,67.5
16,255,1.4522,0.024,0.025,0.7202,1.5233,734,67.5
16,195,1.4087,0.0175,0.0268,0.5522,1.0854,739,67.5
16,261,1.4706,0.0179,0.0268,0.6233,1.5841,749,67.5
16,241,1.5673,0.023,0.0273,0.7542,1.2404,751,67.5
16,257,1.4143,0.0208,0.021,0.5766,1.0759,764,67.5
16,112,1.5385,0.0196,0.0271,0.5166,1.4909,762,67.5
17,154,1.4166,0.026,0.0306,0.6183,0.8218,4,72
17,162,1.4037,0.0098,0.0248,0.5436,1.5201,15,72
17,253,1.4829,0.0185,0.0299,0.5514,1.0285,19,72
17,136,1.4194,0.0098,0.0276,0.567,1.6122,28,72
17,287,1.5282,0.009,0.0247,0.4217,1.2178,26,72
17,302,1.5175,0.0103,0.0242,0.4373,1.3258,38,72
17,210,1.4273,0.0119,0.0217,0.507,1.0824,43,72
17,313,1.5243,0.0155,0.0316,0.5491,1.0969,52,72
17,172,1.4355,0.0138,0.029,0.4057,0.9192,58,72
17,206,1.4941,0.0145,0.0244,0.5175,1.4672,71,72
17,154,1.4111,0.0139,0.0229,0.4168,0.8392,73,72
17,266,1.4988,0.0209,0.0284,0.7169,1.5792,70,72
17,309,1.5541,0.0219,0.0358,0.5899,1.095,77,72
17,216,1.5366,0.0163,0.0245,0.6336,1.5574,87,72
17,269,1.5398,0.0204,0.0304,0.5957,1.1059,83,72
17,302,1.4958,0.0106,0.0238,0.5177,1.3924,93,72
17,186,1.5324,0.0117,0.0244,0.6371,1.6574,102,72
17,182,1.4687,0.0154,0.0269,0.5603,1.4084,97,72
17,172,1.4603,0.0151,0.0235,0.3708,0.7574,104,72
17,202,1.4684,0.0139,0.0248,0.5647,1.2035,106,72
17,276,1.5264,0.0172,0.0243,0.4367,0.7016,114,72
17,248,1.4512,0.0149,0.0273,0.7157,1.9032,115,72
17,124,1.4351,0.0111,0.0277,0.8808,1.9022,119,72
17,264,1.5039,0.0114,0.0209,0.5899,1.2831,125,72
17,205,1.5106,0.0143,0.029,0.683,1.806,126,72
17,265,1.545,0.0106,0.0231,0.6635,1.163,130,72
17,263,1.4935,0.0122,0.0257,0.5264,1.4513,135,72
17,334,1.5701,0.0191,0.0338,0.5636,1.3358,124,72
17,237,1.5368,0.0122,0.0283,0.3168,0.6442,138,72
17,240,1.4595,0.0158,0.0239,0.6946,1.7092,133,72
17,229,1.4173,0.0107,0.0239,0.5007,1.0971,137,72
17,231,1.4308,0.0096,0.0246,0.4878,1.4502,140,72
17,215,1.4896,0.0123,0.0284,0.6291,1.6123,147,72
17,261,1.5065,0.0145,0.026,0.5423,1.543,146,72
17,211,1.5079,0.0077,0.0244,0.471,0.9851,156,72
17,266,1.4815,0.0182,0.0271,0.6196,1.1477,152,72
17,214,1.3774,0.0125,0.0299,0.442,1.0259,161,72
17,229,1.4761,0.0112,0.0256,0.6446,1.6106,155,72
17,200,1.4321,0.0158,0.0272,0.5864,1.5021,158,72
17,264,1.4278,0.0113,0.0268,0.5235,1.4395,167,72
17,205,1.4,0.0201,0.0325,0.4678,1.2835,169,72
17,221,1.4975,0.0174,0.0239,0.6696,1.7137,168,72
17,250,1.4781,0.0157,0.0317,0.4281,1.2307,170,72
17,257,1.5067,0.0138,0.0315,0.4263,1.0048,179,72
17,276,1.5163,0.0143,0.0291,0.5494,1.304,181,72
17,171,1.3986,0.0108,0.0269,0.5229,1.2099,174,72
17,284,1.5094,0.0142,0.0275,0.4333,1.0028,183,72
17,235,1.4896,0.0196,0.0291,0.773,1.1641,191,72
17,257,1.4717,0.017,0.0317,0.6687,1.4681,184,72
17,299,1.5263,0.013,0.0255,0.5154,1.0839,187,72
17,197,1.4359,0.0101,0.0231,0.4974,1.4416,192,72
17,302,1.515,0.0163,0.0306,0.7133,1.5546,194,72
17,215,1.4258,0.0148,0.0214,0.7151,1.0991,199,72
17,226,1.4763,0.0133,0.0259,0.5774,1.5321,197,72
17,328,1.545,0.0151,0.027,0.5063,1.2483,203,72
17,260,1.51,0.0165,0.0354,0.4053,0.8666,212,72
17,113,1.5472,0.0138,0.0272,0.7553,2.1293,227,72
17,303,1.5577,0.0116,0.024,0.6902,1.3209,234,72
17,354,1.5986,0.0164,0.0295,0.6506,1.4423,233,72
17,264,1.5266,0.0141,0.0291,0.5825,1.008,243,72
17,224,1.442,0.0098,0.0261,0.6005,1.3765,255,72
17,231,1.4505,0.0124,0.0307,0.4846,1.0876,256,72
17,119,1.4687,0.0125,0.0251,0.6535,1.7024,260,72
17,255,1.4427,0.0218,0.0322,0.628,1.2544,263,72
17,226,1.4093,0.0147,0.0288,0.5304,1.2998,267,72
17,168,1.5053,0.0135,0.023,0.5772,1.5753,271,72
17,289,1.5416,0.015,0.0297,0.7839,1.4287,269,72
17,219,1.4985,0.0172,0.0286,0.5684,1.2055,288,72
17,224,1.416,0.0168,0.0278,0.4618,1.2284,295,72
17,264,1.4765,0.012,0.0243,0.5834,1.1137,292,72
17,189,1.5598,0.0082,0.024,0.505,1.531,299,72
17,175,1.375,0.0124,0.0268,0.6682,1.5346,307,72
17,276,1.4736,0.0187,0.0405,0.4425,0.9603,308,72
17,207,1.3942,0.0134,0.0295,0.3629,0.8732,309,72
17,155,1.4455,0.0121,0.0234,0.711,1.6748,301,72
17,209,1.4927,0.0119,0.0232,0.4524,1.3177,314,72
17,218,1.4202,0.0135,0.0264,0.4173,1.1627,319,72
17,301,1.5243,0.02,0.0311,0.5374,1.0248,322,72
17,319,1.541,0.0156,0.0274,0.5456,1.2562,328,72
17,232,1.3899,0.0104,0.0254,0.4937,1.2085,326,72
17,283,1.5521,0.0218,0.0353,0.5405,1.0151,329,72
17,265,1.515,0.0244,0.0326,0.6644,1.4093,334,72
17,224,1.5059,0.0203,0.0356,0.9138,1.9445,336,72
17,125,1.4745,0.0196,0.0332,0.7488,1.7831,339,72
17,254,1.4895,0.0142,0.0289,0.5893,1.0616,343,72
17,159,1.3812,0.0101,0.0249,0.6619,1.2756,342,72
17,282,1.5368,0.0204,0.0329,0.6036,1.0599,340,72
17,124,1.4841,0.0109,0.0253,0.6698,1.8579,355,72
17,311,1.5766,0.0124,0.027,0.5634,1.6833,356,72
17,293,1.5145,0.0136,0.027,0.3877,1.0198,359,72
17,311,1.5672,0.0162,0.0291,0.5783,1.3862,358,72
17,198,1.459,0.0105,0.0257,0.675,1.6347,362,72
17,229,1.4779,0.016,0.0302,0.6304,1.3838,365,72
17,326,1.5612,0.0139,0.033,0.3432,0.8076,366,72
17,267,1.4825,0.021,0.0328,0.446,0.8841,369,72
17,295,1.4931,0.0128,0.0242,0.4744,1.0205,370,72
17,309,1.533,0.0152,0.0267,0.4863,1.0149,375,72
17,303,1.5327,0.0204,0.0331,0.423,0.8942,382,72
