"Time","Area","Mean_Radius","Intensity_KTR_Cyan","Intensity_KTR_Green","Math_RatioCyan","Math_RatioGreen","Object_Label","Time_in_min"
6,118,1.313,0.0174,0.0292,0.3666,0.804,104,22.5
6,111,1.258,0.0177,0.025,0.4722,0.5746,106,22.5
6,127,1.3326,0.0216,0.0262,0.49,0.5504,114,22.5
6,133,1.3416,0.019,0.0302,0.543,0.9524,115,22.5
6,109,1.2956,0.0133,0.0262,0.6145,0.9459,119,22.5
6,239,1.4553,0.0235,0.0292,0.7401,0.7675,124,22.5
6,111,1.4081,0.0173,0.0283,0.4924,0.8853,125,22.5
6,155,1.5173,0.0171,0.0309,0.5758,0.9653,126,22.5
6,140,1.3552,0.019,0.0368,0.5366,0.8018,130,22.5
6,141,1.2745,0.0209,0.0277,0.5475,0.8101,133,22.5
6,155,1.3038,0.0142,0.0268,0.485,0.8875,137,22.5
6,164,1.3331,0.0172,0.0305,0.371,0.5512,138,22.5
6,131,1.3482,0.0179,0.0332,0.4716,0.9281,135,22.5
6,120,1.3369,0.0145,0.032,0.4654,0.955,140,22.5
6,171,1.372,0.02,0.0301,0.5213,0.9435,146,22.5
6,166,1.4353,0.0152,0.0273,0.4148,0.7726,147,22.5
6,149,1.3824,0.0284,0.0366,0.6673,0.8554,152,22.5
6,110,1.4188,0.0139,0.025,0.5454,0.9931,155,22.5
6,115,1.3575,0.0093,0.0295,0.3896,0.788,156,22.5
6,122,1.4108,0.0198,0.0294,0.5427,1.078,158,22.5
6,108,1.3528,0.0191,0.0333,0.4662,0.6767,161,22.5
6,152,1.3815,0.0157,0.0323,0.4209,0.912,167,22.5
6,140,1.3236,0.0232,0.0336,0.4729,0.7784,169,22.5
6,194,1.3709,0.0228,0.0288,0.5031,0.8138,168,22.5
6,174,1.3336,0.0209,0.0389,0.4244,0.7654,170,22.5
6,123,1.2736,0.0143,0.0331,0.4014,0.7995,174,22.5
6,165,1.3706,0.016,0.034,0.3459,0.6125,179,22.5
6,232,1.3871,0.0163,0.0296,0.4272,0.8195,181,22.5
6,190,1.4035,0.0159,0.0267,0.3914,0.5848,183,22.5
6,217,1.4484,0.0215,0.0355,0.6229,1.0568,184,22.5
6,264,1.4975,0.015,0.029,0.4157,0.7311,187,22.5
6,169,1.3682,0.0284,0.0288,0.5991,0.5753,191,22.5
6,129,1.5168,0.0142,0.0305,0.4562,1.0864,192,22.5
6,218,1.4587,0.0217,0.0359,0.5932,1.0508,194,22.5
6,152,1.3802,0.0211,0.0253,0.678,0.8965,199,22.5
6,109,1.4178,0.0189,0.0345,0.5492,1.2448,197,22.5
6,218,1.4397,0.0185,0.0309,0.5042,0.9154,203,22.5
6,182,1.4237,0.0217,0.0393,0.439,0.7171,212,22.5
6,110,1.5329,0.0155,0.0273,0.5536,1.2405,227,22.5
6,252,1.4654,0.0188,0.0345,0.4634,0.8048,233,22.5
6,158,1.3367,0.0158,0.0279,0.4969,0.7218,234,22.5
6,143,1.3679,0.0182,0.0307,0.4599,0.5752,243,22.5
6,113,1.3977,0.0175,0.0379,0.5935,1.0397,255,22.5
6,161,1.4247,0.0152,0.0339,0.4341,0.8312,256,22.5
6,120,1.4103,0.0146,0.0277,0.4485,0.869,260,22.5
6,166,1.3766,0.0171,0.0298,0.4763,0.9808,267,22.5
6,174,1.3802,0.0241,0.0355,0.5092,0.8853,263,22.5
6,204,1.5236,0.02,0.032,0.6548,0.9058,269,22.5
6,119,1.3922,0.0154,0.0253,0.4321,1.0758,271,22.5
6,138,1.3518,0.0248,0.0327,0.5933,0.7378,288,22.5
6,181,1.3856,0.0193,0.0328,0.4015,0.7621,295,22.5
6,122,1.2757,0.0117,0.0223,0.4366,0.7926,292,22.5
6,167,1.514,0.0115,0.0259,0.4752,0.9777,299,22.5
6,258,1.4557,0.0209,0.0426,0.4434,0.8595,308,22.5
6,115,1.3628,0.0133,0.0256,0.5114,0.9221,307,22.5
6,150,1.4193,0.0166,0.0329,0.3865,0.6882,309,22.5
6,149,1.3488,0.0132,0.0249,0.4916,0.9117,301,22.5
6,129,1.3817,0.0157,0.0263,0.4819,0.76,314,22.5
6,161,1.3904,0.0163,0.0278,0.3398,0.5606,319,22.5
6,213,1.385,0.0231,0.0299,0.4928,0.5973,322,22.5
6,317,1.5189,0.0174,0.0275,0.4316,0.8141,328,22.5
6,116,1.3884,0.0146,0.0334,0.4224,0.8362,326,22.5
6,165,1.4301,0.0271,0.0415,0.5244,0.8435,329,22.5
6,195,1.4705,0.0278,0.032,0.6096,0.9795,334,22.5
6,173,1.5294,0.0204,0.0336,0.6698,1.1583,336,22.5
6,129,1.3991,0.0269,0.0399,0.5924,0.9828,339,22.5
6,125,1.2954,0.0128,0.0277,0.5348,0.9202,342,22.5
6,207,1.4011,0.0208,0.0282,0.4437,0.5545,340,22.5
6,120,1.576,0.0163,0.0325,0.5435,1.0975,343,22.5
6,131,1.4851,0.0141,0.0307,0.5014,1.2092,355,22.5
6,208,1.3778,0.0176,0.0327,0.4701,0.9614,358,22.5
6,200,1.4362,0.0164,0.0355,0.4592,0.9841,356,22.5
6,207,1.4205,0.0194,0.0303,0.4265,0.7256,359,22.5
6,153,1.4028,0.0128,0.0284,0.4355,1.001,362,22.5
6,168,1.2876,0.0183,0.0315,0.4288,0.7143,365,22.5
6,259,1.4606,0.0182,0.0389,0.3879,0.8256,366,22.5
6,209,1.3324,0.0255,0.0346,0.4622,0.6264,369,22.5
6,132,1.3014,0.0151,0.0248,0.3719,0.5357,370,22.5
6,177,1.3269,0.019,0.0301,0.4821,0.8012,375,22.5
6,148,1.4278,0.0127,0.0251,0.3867,0.7476,379,22.5
6,177,1.324,0.0173,0.027,0.4452,0.7067,381,22.5
6,161,1.3297,0.021,0.0357,0.5127,0.8105,383,22.5
6,258,1.476,0.0213,0.0371,0.4026,0.7241,382,22.5
6,136,1.3765,0.0161,0.0304,0.5704,0.8524,392,22.5
6,217,1.3651,0.021,0.0295,0.4539,0.7119,395,22.5
6,139,1.3523,0.014,0.0304,0.491,0.9724,396,22.5
6,193,1.4294,0.0128,0.0285,0.3847,0.8467,397,22.5
6,172,1.2943,0.0181,0.0282,0.4197,0.7117,403,22.5
6,144,1.3959,0.0252,0.0304,0.8291,1.1783,404,22.5
6,213,1.3789,0.0213,0.0302,0.4852,0.7966,406,22.5
6,196,1.404,0.0233,0.0317,0.5131,0.7126,405,22.5
6,217,1.5484,0.0161,0.0271,0.4318,0.7268,407,22.5
6,106,1.3945,0.0117,0.0292,0.4567,0.8664,421,22.5
6,190,1.3786,0.0212,0.0297,0.403,0.5625,422,22.5
6,144,1.251,0.0204,0.0266,0.5788,0.7757,423,22.5
6,238,1.5399,0.0219,0.0265,0.6005,0.8987,428,22.5
6,223,1.4504,0.0185,0.0288,0.4551,0.7924,432,22.5
6,226,1.3965,0.0157,0.0275,0.4737,0.835,444,22.5
6,178,1.4534,0.0161,0.032,0.3753,0.9276,449,22.5
6,140,1.3471,0.0133,0.0252,0.4264,0.9301,456,22.5
6,132,1.497,0.015,0.0279,0.4917,0.6713,457,22.5
6,147,1.3963,0.0168,0.0257,0.4419,0.8239,458,22.5
6,140,1.4052,0.0176,0.026,0.5601,1.0986,462,22.5
6,181,1.4195,0.0127,0.0332,0.3844,0.7977,466,22.5
6,107,1.2098,0.0208,0.0193,0.4476,0.3784,475,22.5
6,177,1.3857,0.0178,0.0295,0.3878,0.5892,495,22.5
6,165,1.3389,0.0166,0.0287,0.5934,0.8852,492,22.5
6,115,1.2873,0.0231,0.0303,0.5295,0.6985,505,22.5
6,207,1.3837,0.0178,0.036,0.3758,0.7365,500,22.5
6,168,1.3862,0.0259,0.0366,0.6321,0.9337,502,22.5
6,195,1.4638,0.0224,0.0338,0.5317,0.8521,516,22.5
6,137,1.2965,0.0175,0.0252,0.5896,0.879,522,22.5
6,126,1.4031,0.0157,0.0283,0.4845,1.1079,523,22.5
6,185,1.4656,0.0187,0.031,0.5045,0.8511,526,22.5
6,115,1.4252,0.0201,0.0268,0.4956,0.7138,529,22.5
6,131,1.3292,0.0166,0.0265,0.5054,1.0157,530,22.5
6,142,1.3374,0.0169,0.0364,0.4519,1.1983,534,22.5
6,129,1.3763,0.0186,0.0245,0.5005,0.8443,538,22.5
6,130,1.378,0.0209,0.0277,0.5087,0.8537,544,22.5
6,193,1.4319,0.02,0.0351,0.478,0.8755,549,22.5
6,112,1.2978,0.014,0.0281,0.4938,0.8571,553,22.5
6,131,1.4766,0.0221,0.0269,0.7504,1.3335,554,22.5
6,130,1.2475,0.0136,0.0243,0.3755,0.7125,557,22.5
6,211,1.4514,0.0218,0.0297,0.5024,0.7269,559,22.5
6,142,1.4459,0.0183,0.0293,0.5896,1.0052,564,22.5
6,121,1.3721,0.014,0.0315,0.4809,1.1368,568,22.5
6,129,1.3521,0.023,0.0299,0.5804,0.9678,569,22.5
6,139,1.314,0.0236,0.0285,0.5032,0.5762,571,22.5
6,158,1.3812,0.0183,0.0339,0.45,0.8192,570,22.5
6,121,1.5008,0.0225,0.0324,0.5821,0.8345,572,22.5
6,128,1.3333,0.0164,0.0262,0.3861,0.8948,573,22.5
6,114,1.3097,0.0234,0.0334,0.566,0.7483,577,22.5
6,208,1.4786,0.029,0.0286,0.7837,0.9226,578,22.5
6,166,1.4219,0.0212,0.0281,0.4593,0.7142,582,22.5
6,143,1.3993,0.0136,0.0265,0.4073,0.9036,593,22.5
6,112,1.3361,0.0127,0.0276,0.4522,0.7791,601,22.5
6,202,1.3373,0.0209,0.0351,0.4375,0.7771,598,22.5
6,177,1.4556,0.0196,0.0285,0.4543,1.0072,599,22.5
6,150,1.4987,0.0145,0.0276,0.4878,1.2756,607,22.5
6,211,1.4447,0.0208,0.0263,0.4457,0.5515,614,22.5
6,184,1.3461,0.0286,0.0311,0.7209,0.7025,612,22.5
6,131,1.4567,0.0266,0.0272,0.5858,0.6929,616,22.5
6,155,1.3048,0.0182,0.0262,0.4906,0.8206,622,22.5
6,288,1.476,0.0354,0.0404,0.6315,0.6993,623,22.5
6,131,1.318,0.0154,0.0314,0.4255,0.8156,631,22.5
6,124,1.3325,0.0172,0.0272,0.376,0.65,635,22.5
6,166,1.2901,0.027,0.0465,0.5218,0.7529,643,22.5
6,157,1.3625,0.0168,0.0316,0.4742,0.8523,647,22.5
6,156,1.3941,0.0219,0.0411,0.5204,0.8413,665,22.5
6,119,1.3188,0.0239,0.0289,0.5946,0.8759,670,22.5
6,193,1.3978,0.0259,0.0298,0.7105,0.9887,690,22.5
6,111,1.3598,0.0168,0.0347,0.4709,0.9236,697,22.5
6,133,1.2295,0.0144,0.0266,0.3468,0.4812,698,22.5
6,190,1.3207,0.0198,0.0281,0.4321,0.7447,705,22.5
6,126,1.3923,0.0304,0.0306,0.8166,0.9921,701,22.5
6,114,1.3684,0.0305,0.0353,0.5906,0.8879,706,22.5
6,203,1.441,0.0182,0.034,0.4573,1.0374,707,22.5
6,173,1.3641,0.0147,0.0312,0.3861,0.7783,713,22.5
6,143,1.2352,0.0181,0.0232,0.3769,0.4497,723,22.5
6,110,1.316,0.0303,0.0283,0.6585,0.8473,721,22.5
6,145,1.4256,0.0231,0.0295,0.5328,0.7163,722,22.5
6,113,1.3608,0.0251,0.0262,0.5663,0.6639,728,22.5
6,102,1.4517,0.0315,0.029,0.7322,1.0268,734,22.5
6,116,1.2653,0.0182,0.026,0.4082,0.535,739,22.5
6,215,1.4148,0.025,0.0332,0.5984,0.9628,749,22.5
6,108,1.3267,0.0217,0.0321,0.4795,0.7638,751,22.5
6,115,1.3745,0.0223,0.029,0.4495,0.8451,762,22.5
6,140,1.2765,0.0348,0.0275,0.6659,0.5481,764,22.5
7,127,1.4101,0.029,0.0329,0.5556,0.5969,4,27
7,112,1.3846,0.0121,0.0252,0.447,0.8556,15,27
7,103,1.2843,0.0191,0.0372,0.4699,0.861,19,27
7,129,1.457,0.0155,0.0319,0.5188,0.9827,26,27
7,123,1.3507,0.013,0.0359,0.5362,0.959,28,27
7,122,1.339,0.0135,0.0291,0.3891,0.802,38,27
7,116,1.4413,0.0133,0.0261,0.4559,0.8307,43,27
7,239,1.4104,0.0176,0.0357,0.49,0.7591,52,27
7,115,1.3068,0.0163,0.0366,0.3628,0.6681,58,27
7,156,1.3516,0.0211,0.0299,0.5503,0.7612,70,27
7,149,1.4657,0.0179,0.0314,0.4995,0.9384,71,27
7,171,1.4537,0.0186,0.0306,0.5597,0.8096,73,27
7,216,1.4519,0.0178,0.0315,0.4404,0.7223,77,27
7,140,1.3245,0.0278,0.0351,0.6329,0.8134,83,27
7,162,1.3331,0.0191,0.0257,0.4693,0.5636,87,27
7,135,1.4742,0.0143,0.0338,0.5223,1.1469,93,27
7,172,1.4045,0.0164,0.0313,0.4406,0.8144,97,27
7,168,1.5411,0.0144,0.0302,0.5352,1.0335,102,27
7,113,1.3384,0.0169,0.0304,0.3663,0.8351,104,27
7,109,1.2773,0.0165,0.0269,0.4693,0.6229,106,27
7,125,1.3783,0.0195,0.0259,0.4397,0.5365,114,27
7,119,1.3722,0.0177,0.0308,0.5663,0.9106,115,27
7,107,1.3375,0.0105,0.028,0.5507,0.9858,119,27
7,240,1.4715,0.0217,0.0311,0.6827,0.7779,124,27
7,113,1.3951,0.015,0.0271,0.4556,0.819,125,27
7,155,1.5403,0.0152,0.0325,0.5616,0.9676,126,27
7,147,1.3154,0.0162,0.0378,0.4729,0.787,130,27
7,157,1.3594,0.0185,0.0273,0.5046,0.7806,133,27
7,147,1.3271,0.0134,0.0283,0.4719,0.9341,137,27
7,137,1.3226,0.0156,0.0327,0.4276,0.8565,135,27
7,172,1.3611,0.0165,0.0335,0.3426,0.5853,138,27
7,113,1.328,0.0135,0.0328,0.5084,0.9508,140,27
7,150,1.4075,0.0181,0.0311,0.5142,0.9526,146,27
7,169,1.41,0.0131,0.0282,0.3971,0.7575,147,27
7,159,1.3914,0.0271,0.0363,0.6653,0.8074,152,27
7,119,1.3573,0.0084,0.0307,0.4132,0.812,156,27
7,111,1.4489,0.0105,0.0251,0.4807,0.9866,155,27
7,117,1.3922,0.0186,0.0307,0.5177,1.0969,158,27
7,115,1.3309,0.0168,0.0339,0.4037,0.6603,161,27
7,152,1.3703,0.0135,0.034,0.39,0.9403,167,27
7,173,1.3613,0.0218,0.0304,0.504,0.824,168,27
7,143,1.3284,0.0212,0.0342,0.4357,0.7835,169,27
7,166,1.3273,0.0198,0.0395,0.3954,0.756,170,27
7,125,1.2645,0.0135,0.0341,0.4359,0.794,174,27
7,168,1.371,0.0151,0.0348,0.3255,0.6207,179,27
7,224,1.399,0.0146,0.0304,0.4167,0.7965,181,27
7,184,1.4132,0.0154,0.0286,0.3908,0.6033,183,27
7,211,1.4359,0.0206,0.0382,0.6406,1.1108,184,27
7,258,1.5145,0.0136,0.031,0.4118,0.7686,187,27
7,135,1.5353,0.0131,0.031,0.4767,1.1255,192,27
7,176,1.3893,0.025,0.0303,0.5516,0.6015,191,27
7,223,1.4909,0.0205,0.037,0.5991,1.0906,194,27
7,162,1.3549,0.0183,0.0259,0.6524,0.9196,199,27
7,108,1.4178,0.0166,0.0343,0.5413,1.1888,197,27
7,217,1.458,0.0156,0.0299,0.4513,0.8061,203,27
7,188,1.4249,0.0186,0.0398,0.3855,0.7044,212,27
7,112,1.5491,0.014,0.0287,0.5261,1.3439,227,27
7,256,1.5093,0.0174,0.0348,0.4385,0.7601,233,27
7,157,1.3261,0.0153,0.0288,0.5081,0.6745,234,27
7,146,1.3752,0.0169,0.0315,0.4102,0.5657,243,27
7,121,1.4296,0.0152,0.0393,0.559,1.0209,255,27
7,167,1.4291,0.0128,0.033,0.3722,0.7633,256,27
7,123,1.394,0.0126,0.0283,0.421,0.8438,260,27
7,172,1.3791,0.0238,0.0378,0.5289,0.9609,263,27
7,216,1.5245,0.0165,0.0334,0.6233,0.9463,269,27
7,176,1.3796,0.0153,0.0302,0.4487,0.9333,267,27
7,123,1.4578,0.0136,0.026,0.428,1.1017,271,27
7,134,1.4243,0.0226,0.0323,0.5874,0.7072,288,27
7,126,1.3395,0.0116,0.024,0.4858,0.8452,292,27
7,178,1.3525,0.0186,0.0342,0.3869,0.7693,295,27
7,171,1.4976,0.0099,0.0276,0.4724,1.0864,299,27
7,253,1.4515,0.0206,0.043,0.4451,0.8464,308,27
7,115,1.3669,0.0118,0.0265,0.4829,0.9198,307,27
7,147,1.4088,0.0158,0.034,0.3865,0.7096,309,27
7,135,1.3478,0.0123,0.027,0.4813,1.0266,301,27
7,130,1.4114,0.0144,0.0287,0.4621,0.8024,314,27
7,165,1.3841,0.0156,0.0295,0.3245,0.5622,319,27
7,213,1.4002,0.0203,0.0315,0.4473,0.6252,322,27
7,314,1.5148,0.0173,0.0279,0.4569,0.765,328,27
7,123,1.3357,0.0133,0.0341,0.4383,0.8266,326,27
7,162,1.3681,0.0267,0.043,0.5087,0.8298,329,27
7,199,1.462,0.0247,0.0328,0.5517,0.959,334,27
7,174,1.5068,0.0186,0.0327,0.6488,1.0954,336,27
7,126,1.296,0.012,0.0288,0.5123,0.8517,342,27
7,127,1.3869,0.0215,0.039,0.5018,0.9205,339,27
7,220,1.4044,0.0193,0.0291,0.4215,0.5492,340,27
7,123,1.5757,0.0155,0.0339,0.5807,1.084,343,27
7,135,1.5104,0.0115,0.0314,0.4786,1.2765,355,27
7,215,1.4041,0.0167,0.0334,0.4479,0.9829,358,27
7,211,1.451,0.015,0.0355,0.4463,0.9869,356,27
7,208,1.4162,0.0178,0.0321,0.4154,0.742,359,27
7,166,1.3868,0.012,0.0307,0.4429,0.9752,362,27
7,167,1.282,0.0153,0.0334,0.391,0.7376,365,27
7,259,1.4889,0.0173,0.0401,0.3649,0.8267,366,27
7,217,1.35,0.0232,0.0356,0.4221,0.6382,369,27
7,135,1.3029,0.0138,0.0251,0.3593,0.5222,370,27
7,184,1.3344,0.0167,0.0311,0.4555,0.8441,375,27
7,151,1.4272,0.0106,0.0264,0.3699,0.7713,379,27
7,173,1.3335,0.0174,0.0285,0.4638,0.7222,381,27
7,259,1.4665,0.0201,0.0373,0.3699,0.7121,382,27
7,176,1.3535,0.0187,0.036,0.4794,0.7715,383,27
7,144,1.4308,0.0143,0.0318,0.5637,0.8925,392,27
7,217,1.3646,0.0188,0.0308,0.4195,0.7457,395,27
7,152,1.3264,0.0124,0.0308,0.4867,0.9921,396,27
7,183,1.3844,0.012,0.0289,0.3755,0.8201,397,27
7,151,1.3792,0.0224,0.0319,0.8143,1.147,404,27
7,163,1.3009,0.0162,0.0286,0.4026,0.7066,403,27
7,196,1.4156,0.0196,0.0328,0.4686,0.7287,405,27
7,215,1.389,0.0179,0.0327,0.439,0.8396,406,27
7,217,1.5636,0.0133,0.0289,0.3731,0.765,407,27
7,116,1.3874,0.0099,0.0291,0.4769,0.8878,421,27
7,187,1.3975,0.0191,0.031,0.36,0.5608,422,27
7,152,1.2734,0.0183,0.0273,0.5557,0.7605,423,27
7,236,1.525,0.0196,0.0277,0.5588,0.921,428,27
7,218,1.4378,0.0165,0.0297,0.4313,0.8048,432,27
7,232,1.4083,0.0136,0.0279,0.4427,0.8193,444,27
7,174,1.4523,0.0159,0.0325,0.3927,0.9132,449,27
7,148,1.3526,0.0117,0.0256,0.4382,0.8794,456,27
7,128,1.4771,0.0121,0.0296,0.4193,0.7,457,27
7,147,1.3438,0.0155,0.0257,0.445,0.8033,458,27
7,148,1.4446,0.0149,0.0271,0.5479,1.172,462,27
7,188,1.4061,0.0124,0.0341,0.4235,0.7957,466,27
7,110,1.2138,0.019,0.0199,0.4117,0.3746,475,27
7,163,1.3369,0.0155,0.0295,0.6036,0.9083,492,27
7,180,1.3845,0.0178,0.0313,0.3723,0.6111,495,27
7,195,1.4109,0.017,0.037,0.3728,0.7612,500,27
7,118,1.285,0.0209,0.0322,0.5096,0.7112,505,27
7,175,1.366,0.0246,0.0387,0.6183,0.9597,502,27
7,194,1.4725,0.0219,0.0335,0.5232,0.8176,516,27
7,149,1.3077,0.0157,0.0263,0.5635,0.8917,522,27
7,129,1.406,0.0149,0.0289,0.5138,1.148,523,27
7,187,1.4964,0.0167,0.0323,0.4813,0.8154,526,27
7,106,1.4239,0.0188,0.0281,0.5047,0.7432,529,27
7,141,1.3246,0.0146,0.0272,0.4823,1.018,530,27
7,143,1.3288,0.0158,0.0371,0.4446,1.1645,534,27
7,139,1.3781,0.0148,0.0249,0.4602,0.8158,538,27
7,129,1.3945,0.0196,0.0288,0.493,0.8864,544,27
7,194,1.4658,0.0184,0.038,0.4566,0.9331,549,27
7,116,1.3068,0.0125,0.0274,0.4787,0.8157,553,27
7,125,1.4552,0.021,0.0267,0.794,1.2484,554,27
7,124,1.2756,0.0132,0.0268,0.3923,0.78,557,27
7,200,1.4804,0.0176,0.0293,0.4523,0.7121,559,27
7,129,1.4128,0.0183,0.0307,0.6373,1.0102,564,27
7,122,1.3796,0.0124,0.0328,0.4609,1.1219,568,27
7,121,1.3725,0.0209,0.031,0.5489,0.9968,569,27
7,134,1.2924,0.0225,0.0309,0.4814,0.6077,571,27
7,122,1.542,0.0188,0.0343,0.5217,0.8563,572,27
7,113,1.3082,0.015,0.0263,0.3965,0.8559,573,27
7,148,1.3876,0.0178,0.0355,0.4342,0.823,570,27
7,121,1.3117,0.0209,0.0328,0.5021,0.7212,577,27
7,209,1.4749,0.0275,0.0296,0.7747,0.9345,578,27
7,164,1.351,0.0181,0.0279,0.4244,0.6883,582,27
7,152,1.3896,0.0137,0.0285,0.4743,0.9796,593,27
7,113,1.4036,0.0119,0.0284,0.4503,0.8249,601,27
7,206,1.3502,0.019,0.0364,0.4174,0.7679,598,27
7,167,1.5146,0.0176,0.0289,0.4421,1.0214,599,27
7,138,1.4985,0.0122,0.0276,0.4649,1.2362,607,27
7,177,1.3196,0.0252,0.0323,0.7076,0.701,612,27
7,211,1.4526,0.0194,0.0276,0.4216,0.5674,614,27
7,127,1.4253,0.024,0.0271,0.5603,0.6779,616,27
7,148,1.3423,0.0146,0.0267,0.4456,0.8384,622,27
7,282,1.4911,0.0334,0.0416,0.5857,0.7044,623,27
7,126,1.3367,0.0162,0.0325,0.476,0.8131,631,27
7,110,1.4121,0.016,0.0279,0.3666,0.6658,635,27
7,170,1.3417,0.0314,0.0524,0.5678,0.839,643,27
7,145,1.3567,0.0153,0.0343,0.4518,0.9038,647,27
7,167,1.4094,0.0198,0.0424,0.4578,0.8389,665,27
7,110,1.3251,0.0233,0.0291,0.6317,0.8851,670,27
7,181,1.4099,0.0233,0.0313,0.6927,1.0223,690,27
7,110,1.3711,0.0154,0.0353,0.432,0.9173,697,27
7,142,1.2466,0.0124,0.0274,0.3078,0.492,698,27
7,130,1.4097,0.026,0.0323,0.7617,1.0277,701,27
7,193,1.341,0.0183,0.0294,0.4135,0.7627,705,27
7,110,1.3941,0.0293,0.0359,0.5695,0.8697,706,27
7,202,1.4541,0.0167,0.035,0.4282,1.0247,707,27
7,169,1.3643,0.0134,0.032,0.375,0.7605,713,27
7,101,1.2339,0.018,0.0236,0.3673,0.4468,723,27
7,139,1.347,0.0224,0.0298,0.5355,0.6929,722,27
7,111,1.3546,0.0256,0.0296,0.5933,0.8866,721,27
7,114,1.3479,0.0206,0.0272,0.4942,0.6348,728,27
7,113,1.4565,0.0283,0.0298,0.7274,1.0479,734,27
7,111,1.2236,0.0185,0.0273,0.4113,0.5348,739,27
7,213,1.4115,0.0224,0.0345,0.5662,0.9518,749,27
7,115,1.3267,0.0204,0.0332,0.4649,0.7512,751,27
7,106,1.4578,0.0209,0.0305,0.4277,0.8894,762,27
7,145,1.3157,0.0292,0.0281,0.5727,0.5493,764,27
8,146,1.4551,0.0179,0.0252,0.3423,0.48,4,31.5
8,142,1.4046,0.0103,0.0243,0.3964,1.0157,15,31.5
8,192,1.3331,0.0173,0.033,0.4228,0.8109,19,31.5
8,127,1.4009,0.0109,0.0333,0.48,1.1184,28,31.5
8,184,1.4713,0.0111,0.0287,0.4067,1.0504,26,31.5
8,173,1.4128,0.0106,0.0262,0.3211,0.9164,38,31.5
8,172,1.4065,0.0113,0.0253,0.3792,0.9299,43,31.5
8,265,1.4329,0.0144,0.0344,0.4432,0.9331,52,31.5
8,118,1.3662,0.0141,0.0351,0.339,0.717,58,31.5
8,183,1.3854,0.0201,0.0293,0.5689,0.8314,70,31.5
8,201,1.4914,0.0159,0.0276,0.4573,0.964,71,31.5
8,191,1.4832,0.0168,0.0261,0.501,0.7427,73,31.5
8,241,1.4711,0.0188,0.0342,0.4479,0.8649,77,31.5
8,172,1.345,0.0221,0.0331,0.482,0.846,83,31.5
8,211,1.4118,0.0158,0.0248,0.4123,0.6365,87,31.5
8,186,1.3956,0.0133,0.032,0.4731,1.249,93,31.5
8,193,1.5461,0.014,0.0288,0.5638,1.1221,102,31.5
8,163,1.4517,0.0164,0.0335,0.4225,1.0195,97,31.5
8,124,1.298,0.0159,0.0274,0.3527,0.7712,104,31.5
8,134,1.3795,0.0128,0.0267,0.3688,0.8417,106,31.5
8,172,1.4051,0.0175,0.0256,0.3941,0.5654,114,31.5
8,137,1.4231,0.0148,0.0319,0.5016,1.3702,115,31.5
8,131,1.3665,0.0113,0.0256,0.6144,1.1373,119,31.5
8,162,1.3922,0.0119,0.0236,0.4362,1.0396,125,31.5
8,163,1.4825,0.0139,0.0323,0.5023,1.2771,126,31.5
8,190,1.3723,0.0116,0.0277,0.4548,0.8087,130,31.5
8,287,1.5367,0.0196,0.0338,0.4632,0.7443,124,31.5
8,149,1.3835,0.0151,0.0251,0.4917,1.1103,133,31.5
8,191,1.4007,0.0126,0.0281,0.2829,0.5188,138,31.5
8,170,1.3693,0.0127,0.0297,0.3534,0.924,135,31.5
8,185,1.3628,0.0128,0.0291,0.4448,1.0477,137,31.5
8,147,1.3183,0.0102,0.0277,0.4009,0.9469,140,31.5
8,188,1.4106,0.0145,0.0272,0.4159,0.9155,146,31.5
8,215,1.4554,0.0118,0.0264,0.3904,0.9283,147,31.5
8,132,1.3859,0.0071,0.0297,0.3815,1.0576,156,31.5
8,179,1.3325,0.0205,0.0308,0.5295,0.7805,152,31.5
8,159,1.5308,0.0103,0.0283,0.468,1.5031,155,31.5
8,147,1.3647,0.0184,0.0323,0.5452,1.1986,158,31.5
8,131,1.2923,0.0151,0.0325,0.3632,0.6561,161,31.5
8,212,1.3478,0.012,0.029,0.3797,0.8884,167,31.5
8,152,1.3822,0.0208,0.0347,0.4219,0.8052,169,31.5
8,211,1.4038,0.0181,0.0286,0.4167,1.0023,168,31.5
8,191,1.3517,0.0145,0.0338,0.3194,0.8466,170,31.5
8,153,1.2932,0.0107,0.0298,0.3368,0.768,174,31.5
8,192,1.4084,0.013,0.0311,0.2963,0.601,179,31.5
8,260,1.469,0.0138,0.0308,0.3859,0.8805,181,31.5
8,167,1.4359,0.0174,0.0337,0.4476,0.812,183,31.5
8,244,1.5178,0.0195,0.0368,0.6111,1.4116,184,31.5
8,279,1.5159,0.0128,0.0296,0.4104,0.9196,187,31.5
8,223,1.4209,0.0182,0.0287,0.4245,0.6201,191,31.5
8,165,1.5602,0.0105,0.0272,0.3983,1.223,192,31.5
8,241,1.5121,0.0189,0.0371,0.5905,1.3069,194,31.5
8,165,1.3153,0.0175,0.0262,0.6213,0.9508,199,31.5
8,172,1.3902,0.0136,0.0309,0.4045,1.216,197,31.5
8,221,1.4518,0.0158,0.0314,0.4525,0.8791,203,31.5
8,215,1.4557,0.0186,0.0433,0.3811,0.7856,212,31.5
8,132,1.5372,0.0125,0.0267,0.5053,1.4998,227,31.5
8,289,1.4959,0.0167,0.033,0.4306,0.7723,233,31.5
8,173,1.3974,0.0122,0.0267,0.5002,1.05,234,31.5
8,186,1.4381,0.0136,0.0297,0.3322,0.5597,243,31.5
